,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6120,0.078943221,152.7366,5,1985,2,3,1813.6392
3845,0.081652352,177.0054,6,2004,1,1,2101.2648
1560,0.22417463,168.8816,4,1985,0,0,167.7816
4249,0.150853308,156.0314,8,1997,0,1,2016.7082
1899,0.067940657,119.044,6,2004,1,1,1198.44
7064,0.025702994,199.9084,8,1997,0,1,2380.9008
2681,0.099136036,210.3902,8,1997,0,1,1486.7314
3002,0.054514169,84.4566,2,2007,1,1,591.8962
4951,0.015359722,163.7526,5,1985,2,3,1973.4312
7094,0.109713464,41.3112,2,2007,1,1,255.6672
5986,0.068880971,195.3768,1,1987,2,1,2759.0752
1948,0.068055818,140.7812,3,2009,2,2,1567.2932
5351,0.00994477,177.837,5,1985,2,3,6528.169
1728,0.073516952,65.9142,7,2002,1,1,790.9704
1100,0.020614212,126.4046,5,1985,2,3,5353.6978
6252,0.045916788,198.8084,1,1987,2,1,2976.126
2057,0.066608487,184.624,6,2004,1,1,5406.296
7307,0.119930029,44.2744,6,2004,1,1,588.5672
6392,0.077478931,170.3106,3,2009,2,2,4277.765
1911,0.025947095,46.9376,1,1987,2,1,575.2512
16,0.008596051,115.3492,3,2009,2,2,1621.8888
4714,0.071540443,210.6612,9,1999,0,1,2508.7344
2834,0.110459828,172.108,3,2009,2,2,2250.404
1310,0.144856342,100.5332,9,1999,0,1,1127.8652
4793,0.102371638,221.2456,4,1985,0,0,663.1368
2117,0.146662938,138.6838,8,1997,0,1,2388.2246
1908,0.058220302,247.4802,7,2002,1,1,1474.0812
3328,0.056271701,232.23,1,1987,2,1,1398.18
8429,0.018019662,181.566,6,2004,1,1,2876.256
846,0.062044506,57.4562,8,1997,0,1,948.0992
2781,0.024756031,83.8592,3,2009,2,2,247.6776
6715,0.046161923,176.6344,0,1998,2,0,356.8688
300,0.02747716,87.9856,5,1985,2,3,3251.7672
2540,0.116152226,94.1436,1,1987,2,1,1512.6976
2727,0.092226754,184.4266,8,1997,0,1,3504.1054
8018,0.0,100.3674,5,1985,2,3,1833.6132
7512,0.030938774,121.0072,6,2004,1,1,2082.6224
4970,0.062827447,105.099,7,2002,1,1,1444.786
5750,0.076470697,196.1794,3,2009,2,2,2731.1116
2299,0.022110425,110.8886,7,2002,1,1,3558.0352
8110,0.121174241,47.8692,0,1998,2,0,49.2692
2110,0.079376029,81.7276,2,2007,1,1,1949.4624
6709,0.030062224,154.3656,5,1985,2,3,2471.4496
4910,0.109784056,256.0646,0,1998,2,0,1288.323
6422,0.02848169,110.4912,2,2007,1,1,1310.2944
5745,0.028842332,81.496,5,1985,2,3,1997.4
355,0.034699737,141.7496,8,1997,0,1,4093.3384
2595,0.018632082,82.9908,4,1985,0,0,503.3448
1079,0.047645037,172.6422,2,2007,1,1,2931.5174
4946,0.028411899,152.334,6,2004,1,1,2143.876
228,0.0,79.7644,6,2004,1,1,1649.8524
860,0.054362695,117.9466,2,2007,1,1,1649.8524
4898,0.03773288,128.2994,1,1987,2,1,1413.4934
4640,0.080362549,229.0036,2,2007,1,1,4326.3684
3502,0.065932087,64.851,8,1997,0,1,948.765
3668,0.024521239,117.5492,2,2007,1,1,1390.1904
5144,0.117065801,196.1136,5,1985,2,3,6026.8216
4331,0.070900282,192.6162,8,1997,0,1,5580.0698
6302,0.08126841,110.2544,7,2002,1,1,1789.6704
3199,0.078831762,98.97,5,1985,2,3,3395.58
1347,0.141524348,168.4132,1,1987,2,1,2874.9244
297,0.081196619,141.4154,8,1997,0,1,1418.154
7586,0.0,165.5868,5,1985,2,3,5404.9644
6227,0.079523619,181.7608,2,2007,1,1,4961.5416
2770,0.086077865,143.8102,4,1985,0,0,291.6204
7554,0.079261744,81.825,4,1985,0,0,83.225
4449,0.011148865,84.854,7,2002,1,1,778.986
2494,0.072820885,191.253,1,1987,2,1,3036.048
6255,0.092997032,55.2956,6,2004,1,1,873.5296
8282,0.053038775,59.5904,5,1985,2,3,1640.5312
2964,0.03048292,257.2672,9,1999,0,1,3068.0064
4058,0.021639678,150.1708,9,1999,0,1,2708.4744
2880,0.037491314,164.2526,1,1987,2,1,1808.9786
4952,0.034049703,112.286,2,2007,1,1,452.744
8169,0.062476391,164.5184,1,1987,2,1,1651.184
1935,0.061409711,94.6436,2,2007,1,1,1607.2412
5066,0.023548476,93.3778,3,2009,2,2,1314.2892
6676,0.056328717,63.9168,5,1985,2,3,1597.92
3317,0.072707309,49.5034,2,2007,1,1,291.6204
6998,0.0,160.7894,2,2007,1,1,3235.788
5706,0.084885375,39.2796,9,1999,0,1,701.7532
6466,0.008828341,99.9384,1,1987,2,1,689.7688
2814,0.046625941,154.9998,6,2004,1,1,3075.996
7363,0.053481818,47.806,2,2007,1,1,1071.938
3920,0.043968652,57.6904,9,1999,0,1,585.904
6209,0.117387066,160.2578,1,1987,2,1,4492.8184
972,0.029799965,39.1822,7,2002,1,1,314.2576
6100,0.072486326,78.9986,5,1985,2,3,2259.0594
419,0.027139013,127.3336,2,2007,1,1,2940.1728
3237,0.077132215,197.411,5,1985,2,3,5892.33
411,0.0,238.3248,0,1998,2,0,711.0744
3462,0.108689606,159.3578,6,2004,1,1,4492.8184
3853,0.126313413,100.6358,2,2007,1,1,2010.716
2258,0.067400032,41.9796,9,1999,0,1,784.3124
8344,0.078728915,178.437,6,2004,1,1,2822.992
5005,0.056077574,117.8492,8,1997,0,1,1621.8888
791,0.0,179.3002,9,1999,0,1,2328.3026
1317,0.105018817,155.263,9,1999,0,1,1721.093
2497,0.087406863,221.8456,8,1997,0,1,663.1368
1647,0.06358934,179.4318,3,2009,2,2,360.8636
657,0.080131363,234.03,3,2009,2,2,4194.54
524,0.124967595,112.7544,7,2002,1,1,3467.4864
3948,0.19244045,43.9428,4,1985,0,0,131.8284
2197,0.075731322,167.5158,7,2002,1,1,1504.0422
7372,0.17174348,48.8376,9,1999,0,1,1294.3152
5039,0.060805497,150.8024,5,1985,2,3,3339.6528
4466,0.106492562,176.3396,9,1999,0,1,1395.5168
3531,0.113497001,253.4724,6,2004,1,1,755.0172
2900,0.104488444,77.896,6,2004,1,1,1997.4
5132,0.056555715,62.6168,1,1987,2,1,639.168
1703,0.029129907,188.4898,3,2009,2,2,4677.245
4599,0.0,81.8618,4,1985,0,0,161.1236
4416,0.039734882,165.7868,5,1985,2,3,4913.604
4483,0.062665642,225.6062,3,2009,2,2,1579.9434
2174,0.11397026,185.1924,2,2007,1,1,2591.2936
2864,0.0,196.4794,5,1985,2,3,5852.382
1311,0.267352587,34.9558,0,1998,2,0,67.9116
5050,0.216478153,190.1872,0,1998,2,0,567.2616
8035,0.160044589,145.4102,7,2002,1,1,3499.4448
5633,0.044976367,176.2054,6,2004,1,1,1225.7378
2649,0.089778187,158.4604,8,1997,0,1,2693.8268
4667,0.01115195,40.6454,2,2007,1,1,167.7816
2146,0.112681821,113.986,3,2009,2,2,452.744
4091,0.012593467,167.6474,3,2009,2,2,3874.2902
4190,0.076791671,116.4492,1,1987,2,1,2316.984
40,0.102511504,230.6352,8,1997,0,1,3435.528
1832,0.021938404,264.691,3,2009,2,2,5785.802
4455,0.037757166,126.7994,6,2004,1,1,1284.994
3839,0.108036187,57.3904,3,2009,2,2,703.0848
6574,0.174703862,104.0964,7,2002,1,1,1788.3388
2982,0.029595637,40.9822,5,1985,2,3,864.2084
4550,0.058975504,81.7618,3,2009,2,2,966.7416
8016,0.018275994,115.2808,4,1985,0,0,117.1808
4818,0.055433377,221.1114,8,1997,0,1,4434.228
7956,0.074083388,253.3724,2,2007,1,1,6795.1548
2155,0.034307348,215.2218,8,1997,0,1,4701.8796
4294,0.041227831,129.831,8,1997,0,1,1947.465
7095,0.0,130.531,5,1985,2,3,5582.733
3905,0.071846495,37.9506,8,1997,0,1,569.259
6765,0.021409913,229.7326,9,1999,0,1,6930.978
8045,0.027991093,145.976,9,1999,0,1,3515.424
6728,0.076434542,155.8946,4,1985,0,0,473.3838
7747,0.158424516,62.4194,5,1985,2,3,2291.0178
681,0.059341019,99.77,6,2004,1,1,798.96
5196,0.146635206,139.0838,6,2004,1,1,3652.5788
4733,0.037967687,125.6046,9,1999,0,1,1618.5598
2885,0.100640587,112.6886,2,2007,1,1,1779.0176
702,0.019012262,237.159,2,2007,1,1,3072.667
1825,0.005620213,226.6062,2,2007,1,1,5191.2426
2605,0.021578923,120.5098,2,2007,1,1,1807.647
7103,0.094201018,115.8834,2,2007,1,1,1036.6506
1397,0.079046992,39.8506,5,1985,2,3,1480.0734
7463,0.012528611,195.111,2,2007,1,1,3731.809
8352,0.030479118,33.2874,3,2009,2,2,635.1732
4748,0.046333982,97.2384,5,1985,2,3,2660.5368
5748,0.066297055,247.1092,8,1997,0,1,2241.0828
7558,0.235183205,41.548,4,1985,0,0,79.896
5685,0.091096531,52.3008,1,1987,2,1,2226.4352
1110,0.032812669,147.1392,2,2007,1,1,2237.088
6419,0.094300933,187.5214,3,2009,2,2,1695.7926
6985,0.020312314,98.1042,5,1985,2,3,2777.7176
7780,0.056713056,223.8088,5,1985,2,3,5592.72
3600,0.014885998,234.4958,3,2009,2,2,3271.7412
6078,0.02299122,114.9492,7,2002,1,1,1737.738
6640,0.049435598,209.7586,5,1985,2,3,5487.5236
529,0.06390019,157.263,7,2002,1,1,2503.408
2209,0.086326707,192.6478,4,1985,0,0,387.4956
2952,0.063246037,159.2578,2,2007,1,1,2406.867
4150,0.057047756,240.4512,6,2004,1,1,7028.1848
2697,0.145913308,95.441,0,1998,2,0,193.082
5484,0.103406065,116.4466,3,2009,2,2,1178.466
4082,0.07929647,97.2042,8,1997,0,1,1686.4714
4509,0.026814124,103.7964,0,1998,2,0,210.3928
3282,0.041581725,163.3526,1,1987,2,1,3453.5046
937,0.065576228,47.7402,1,1987,2,1,643.1628
5280,0.136774734,94.4094,7,2002,1,1,1428.141
6272,0.040268044,191.453,9,1999,0,1,1707.777
754,0.027699863,87.9198,6,2004,1,1,1221.0772
6499,0.098083231,50.3324,7,2002,1,1,675.1212
8383,0.012481638,168.3474,5,1985,2,3,5221.8694
4351,0.033505804,153.4314,7,2002,1,1,2482.1024
711,0.185218446,36.3216,7,2002,1,1,415.4592
7504,0.159394437,105.6938,4,1985,0,0,214.3876
7113,0.066446521,147.976,3,2009,2,2,732.38
7069,0.137584599,262.2568,2,2007,1,1,3954.852
1945,0.089345074,191.9504,3,2009,2,2,5369.0112
564,0.022970468,211.0928,6,2004,1,1,4418.2488
340,0.011953902,164.5184,5,1985,2,3,2807.0128
8454,0.127234249,158.392,4,1985,0,0,159.792
746,0.028164527,178.166,0,1998,2,0,539.298
4751,0.0,109.4596,5,1985,2,3,1833.6132
4028,0.073562475,217.6482,5,1985,2,3,3285.723
5997,0.057909547,60.4536,7,2002,1,1,183.7608
8338,0.061184804,132.0968,8,1997,0,1,3914.904
6465,0.17179432,154.663,2,2007,1,1,2659.871
6233,0.028566433,193.0136,9,1999,0,1,4860.34
2449,0.05869048,91.612,0,1998,2,0,93.212
1137,0.172042892,139.9838,2,2007,1,1,1966.7732
4877,0.069653585,266.2884,9,1999,0,1,2914.8724
425,0.062508438,227.1062,9,1999,0,1,5642.655
5742,0.0,213.3218,6,2004,1,1,3419.5488
4722,0.031402114,40.248,7,2002,1,1,319.584
1947,0.071368699,121.3098,9,1999,0,1,1446.1176
7603,0.306542848,147.3102,4,1985,0,0,291.6204
1348,0.035895934,244.4486,9,1999,0,1,6353.0636
5813,0.092413792,183.6266,7,2002,1,1,1844.266
6507,0.07871426,37.2506,7,2002,1,1,493.3578
600,0.0,76.8354,8,1997,0,1,2181.8266
1798,0.14492016,174.708,1,1987,2,1,2942.836
8139,0.115031783,114.1202,3,2009,2,2,787.6414
8351,0.102941345,171.2448,5,1985,2,3,4602.0096
7832,0.079755214,36.6506,3,2009,2,2,493.3578
2517,0.038816115,166.4842,7,2002,1,1,1326.2736
1038,0.026643448,37.9532,9,1999,0,1,862.8768
4879,0.017755213,211.7244,7,2002,1,1,2752.4172
1268,0.188038372,146.4076,4,1985,0,0,147.8076
4264,0.020676141,80.6618,2,2007,1,1,1208.427
7056,0.112638016,195.5478,7,2002,1,1,3874.956
3685,0.066625843,194.2478,1,1987,2,1,2712.4692
6621,0.056155909,140.5496,2,2007,1,1,2681.8424
4217,0.0,232.9616,7,2002,1,1,2812.3392
778,0.026046138,147.2076,7,2002,1,1,1773.6912
5080,0.109265987,42.3112,9,1999,0,1,980.0576
4533,0.071076055,174.837,2,2007,1,1,5469.547
6028,0.028868467,146.3786,5,1985,2,3,5056.751
4841,0.056547986,232.73,3,2009,2,2,6291.81
6795,0.125675936,86.9198,1,1987,2,1,1133.8574
931,0.040357315,177.8002,8,1997,0,1,1611.9018
1764,0.085312137,107.4912,3,2009,2,2,982.7208
6931,0.03723211,183.1634,8,1997,0,1,5634.6654
6530,0.052061483,76.7986,9,1999,0,1,1324.2762
6371,0.030413777,221.3114,3,2009,2,2,2217.114
5267,0.038549197,127.5362,5,1985,2,3,1006.6896
254,0.165694678,171.8764,7,2002,1,1,3779.0808
8122,0.092865746,100.6674,6,2004,1,1,2648.5524
4272,0.055648052,100.3016,5,1985,2,3,2833.6448
3529,0.01938106,164.321,5,1985,2,3,5546.114
7036,0.019064377,238.2248,9,1999,0,1,3555.372
6033,0.097510482,48.1718,7,2002,1,1,709.077
4614,0.106097275,43.2796,3,2009,2,2,123.8388
4054,0.016735879,185.2608,0,1998,2,0,183.7608
82,0.045230944,187.9556,3,2009,2,2,4693.89
7979,0.020729902,197.2742,9,1999,0,1,3782.4098
8250,0.150238656,229.3694,4,1985,0,0,228.3694
3933,0.049594299,77.0644,1,1987,2,1,2278.3676
805,0.08071118,113.1544,5,1985,2,3,3355.632
6116,0.035143024,124.373,6,2004,1,1,2093.941
141,0.048331717,105.1622,2,2007,1,1,1693.7952
6221,0.00978492,225.9062,4,1985,0,0,451.4124
7057,0.056192276,103.1648,5,1985,2,3,1973.4312
2254,0.122843005,172.4396,9,1999,0,1,1569.9564
5414,0.048637888,149.7708,4,1985,0,0,150.4708
3550,0.016745264,180.766,5,1985,2,3,3056.022
5154,0.214681063,102.7332,0,1998,2,0,205.0664
7483,0.006061565,188.9898,6,2004,1,1,4303.0654
4219,0.225476528,45.1402,0,1998,2,0,45.9402
1417,0.007278512,196.7426,6,2004,1,1,2768.3964
515,0.015335349,106.6938,7,2002,1,1,1393.5194
2825,0.169139066,46.406,3,2009,2,2,186.424
3244,0.058083831,103.199,1,1987,2,1,722.393
5295,0.020388413,44.4112,5,1985,2,3,767.0016
2169,0.014555066,145.2102,8,1997,0,1,3062.0142
5967,0.073012871,67.5142,5,1985,2,3,2306.997
3022,0.066729996,257.2962,8,1997,0,1,4920.9278
577,0.073269336,92.112,6,2004,1,1,1118.544
6378,0.129016487,98.4068,9,1999,0,1,1846.9292
3630,0.030975716,253.9672,9,1999,0,1,3068.0064
4934,0.03387323,56.1614,1,1987,2,1,828.921
7880,0.172615327,154.5972,1,1987,2,1,1869.5664
1739,0.179077475,94.3752,8,1997,0,1,1342.2528
3298,0.097909084,242.1196,7,2002,1,1,4097.3332
7362,0.087387669,125.073,0,1998,2,0,369.519
7968,0.119704498,181.9976,7,2002,1,1,5432.928
3217,0.008499464,81.3618,5,1985,2,3,1530.6742
232,0.126035694,86.4198,7,2002,1,1,1133.8574
7787,0.032538896,165.7842,8,1997,0,1,2652.5472
7368,0.19875618,250.7724,4,1985,0,0,251.6724
3020,0.078957122,111.986,6,2004,1,1,1697.79
1355,0.033081389,116.5124,1,1987,2,1,1066.6116
1462,0.169943195,116.2492,4,1985,0,0,115.8492
1818,0.152024355,211.8218,1,1987,2,1,1496.0526
5520,0.035506142,112.4518,8,1997,0,1,3301.7022
8292,0.209162936,179.1976,4,1985,0,0,543.2928
3371,0.128247408,121.844,3,2009,2,2,2277.036
820,0.091008572,129.6336,9,1999,0,1,3195.84
886,0.120139206,45.0744,9,1999,0,1,452.744
4489,0.078290271,93.1804,9,1999,0,1,1194.4452
8076,0.062239081,154.2998,3,2009,2,2,1691.7978
6638,0.015295536,89.7146,9,1999,0,1,547.2876
2791,0.130191993,176.837,7,2002,1,1,2117.244
4572,0.042246575,54.2982,9,1999,0,1,1104.5622
7080,0.025891588,165.121,6,2004,1,1,2936.178
4552,0.0,58.7588,4,1985,0,0,400.8116
4204,0.12953868,240.288,9,1999,0,1,2396.88
1883,0.05843345,74.738,8,1997,0,1,1025.332
762,0.026950104,128.402,3,2009,2,2,1265.02
2198,0.101812521,232.23,6,2004,1,1,5126.66
4885,0.031508924,98.77,7,2002,1,1,1697.79
5401,0.067624438,120.944,5,1985,2,3,1078.596
2319,0.029223424,175.437,7,2002,1,1,2999.429
4107,0.068403271,101.999,3,2009,2,2,619.194
1138,0.064052392,256.1646,5,1985,2,3,7472.2734
3692,0.031095246,185.7582,8,1997,0,1,3529.4058
5106,0.170186628,159.0262,4,1985,0,0,159.1262
7937,0.108501676,183.6634,2,2007,1,1,2362.9242
8345,0.26639671,215.6218,4,1985,0,0,641.1654
7526,0.04767798,181.466,1,1987,2,1,3775.086
4768,0.162571649,107.4622,7,2002,1,1,529.311
6698,0.021629781,51.9982,7,2002,1,1,999.3658
1944,0.069078149,197.7768,7,2002,1,1,3153.2288
1905,0.08630486,168.0816,3,2009,2,2,2181.1608
2025,0.069587171,234.6616,8,1997,0,1,4687.232
7242,0.0,95.012,9,1999,0,1,2050.664
3741,0.072881535,191.353,8,1997,0,1,2277.036
5349,0.045258247,35.9874,6,2004,1,1,282.2992
588,0.087029712,109.2228,5,1985,2,3,3205.1612
4796,0.038377013,211.5586,5,1985,2,3,4432.2306
4014,0.054234197,142.0154,8,1997,0,1,2269.0464
77,0.113720344,89.9804,4,1985,0,0,643.1628
2638,0.0,38.3164,6,2004,1,1,502.0132
7790,0.037403973,192.5478,8,1997,0,1,2906.217
3469,0.012198395,37.4848,3,2009,2,2,186.424
3785,0.037793818,99.3042,2,2007,1,1,2281.6966
2362,0.093846532,95.7068,6,2004,1,1,1069.2748
4215,0.050000257,243.9144,2,2007,1,1,4655.2736
2248,0.036439878,175.3028,2,2007,1,1,3010.7476
3556,0.013711274,100.2674,0,1998,2,0,203.7348
8321,0.091348964,150.3708,9,1999,0,1,4363.6532
8215,0.279886948,193.1478,4,1985,0,0,387.4956
5492,0.029662795,105.2622,2,2007,1,1,2328.9684
4746,0.015375557,156.9604,5,1985,2,3,4278.4308
6171,0.005561798,168.379,2,2007,1,1,3225.801
6558,0.046747071,49.9692,2,2007,1,1,837.5764
5729,0.057969482,119.3124,4,1985,0,0,474.0496
3245,0.127449031,210.527,8,1997,0,1,6291.81
7674,0.080127283,168.7132,4,1985,0,0,338.2264
8061,0.017791458,211.9244,3,2009,2,2,2117.244
3230,0.122494876,100.1016,9,1999,0,1,1416.8224
2879,0.069909188,163.2868,4,1985,0,0,491.3604
215,0.150554711,130.0626,0,1998,2,0,131.1626
5683,0.06594351,149.105,7,2002,1,1,4643.955
5327,0.014628382,82.325,6,2004,1,1,1331.6
3819,0.072141818,183.3924,6,2004,1,1,2776.386
392,0.142688846,88.5514,8,1997,0,1,796.9626
27,0.019356132,39.1164,1,1987,2,1,308.9312
5886,0.060768862,154.8656,2,2007,1,1,1390.1904
752,0.013529884,106.2596,5,1985,2,3,1402.1748
1810,0.010762387,149.5392,6,2004,1,1,1789.6704
5897,0.063684145,151.7682,2,2007,1,1,1372.2138
478,0.0,151.3366,7,2002,1,1,1057.9562
6012,0.238366442,171.8448,0,1998,2,0,852.224
7141,0.059336763,212.1902,4,1985,0,0,424.7804
909,0.071282168,74.4696,3,2009,2,2,223.7088
5126,0.174827835,127.2362,3,2009,2,2,1635.8706
7894,0.010658153,83.0908,9,1999,0,1,1593.9252
7334,0.16098885,57.8562,7,2002,1,1,651.8182
1558,0.031230059,160.3578,3,2009,2,2,1765.0358
5100,0.093159233,55.7956,9,1999,0,1,1037.3164
6830,0.183472595,82.0276,6,2004,1,1,1624.552
2485,0.036596012,90.6488,2,2007,1,1,633.8416
8371,0.214125129,183.9924,0,1998,2,0,185.0924
2151,0.159843921,206.6296,3,2009,2,2,3115.944
7494,0.152988295,253.7382,2,2007,1,1,2271.0438
2180,0.005474515,99.7016,8,1997,0,1,1922.8304
2331,0.0,256.633,9,1999,0,1,2050.664
6686,0.160216552,93.512,9,1999,0,1,1677.816
563,0.051778173,157.892,4,1985,0,0,319.584
5885,0.0,187.1898,1,1987,2,1,2993.4368
5951,0.049623924,83.225,5,1985,2,3,1498.05
5017,0.16817143,237.7564,7,2002,1,1,3813.7024
4195,0.005235143,265.8884,8,1997,0,1,2649.884
969,0.136275173,128.1678,6,2004,1,1,1017.3424
5308,0.077350112,91.4146,7,2002,1,1,638.5022
5009,0.085119855,229.8668,6,2004,1,1,4146.6024
6543,0.040507228,186.924,6,2004,1,1,2237.088
6027,0.041934387,44.6428,6,2004,1,1,615.1992
4176,0.121936216,94.4778,2,2007,1,1,2628.5784
5402,0.186236236,78.7328,7,2002,1,1,1390.1904
4819,0.084966021,111.1912,8,1997,0,1,1965.4416
7457,0.080346058,195.711,5,1985,2,3,5499.508
6346,0.041214746,42.0454,1,1987,2,1,629.181
7181,0.15202235,106.628,3,2009,2,2,639.168
5123,0.014459672,181.895,8,1997,0,1,732.38
4693,0.031549131,99.0384,0,1998,2,0,197.0768
3386,0.03546967,256.3014,2,2007,1,1,4845.0266
4102,0.043743689,157.7946,7,2002,1,1,1104.5622
5157,0.009763021,226.2404,8,1997,0,1,1800.3232
5545,0.098102581,172.9738,7,2002,1,1,4344.345
5841,0.036308404,175.4028,7,2002,1,1,2833.6448
997,0.065960909,259.2646,2,2007,1,1,9275.9256
3227,0.128136346,248.346,0,1998,2,0,985.384
7875,0.124668026,261.091,5,1985,2,3,5522.811
1017,0.028738058,117.1808,7,2002,1,1,703.0848
7083,0.045002624,196.5084,4,1985,0,0,198.4084
5875,0.127108578,120.744,5,1985,2,3,2756.412
653,0.03334929,155.034,3,2009,2,2,1990.742
6389,0.078060605,96.0094,3,2009,2,2,380.8376
5563,0.0931174,118.6098,2,2007,1,1,361.5294
7743,0.037060755,176.837,3,2009,2,2,1411.496
4144,0.005230786,265.1884,1,1987,2,1,5034.7796
4414,0.102670882,228.6352,9,1999,0,1,3435.528
919,0.037690731,73.3354,9,1999,0,1,451.4124
5684,0.032637373,191.6162,9,1999,0,1,3463.4916
3400,0.0,183.5924,6,2004,1,1,7033.5112
1609,0.096386227,163.5552,8,1997,0,1,1787.0072
2788,0.169776346,184.4266,6,2004,1,1,3688.532
2715,0.03627089,85.9566,4,1985,0,0,169.1132
1950,0.030094192,215.7192,8,1997,0,1,1078.596
3133,0.026563851,141.247,6,2004,1,1,3292.381
2926,0.061272194,125.6388,9,1999,0,1,1733.7432
7234,0.103503049,129.6968,2,2007,1,1,1174.4712
4436,0.104878967,164.8868,8,1997,0,1,2456.802
8464,0.045073782,119.1808,7,2002,1,1,468.7232
3738,0.037734782,166.4526,2,2007,1,1,4769.1254
3236,0.041098016,81.6934,6,2004,1,1,818.934
3798,0.041824524,256.7014,8,1997,0,1,2805.0154
8348,0.03832122,61.851,8,1997,0,1,822.263
7074,0.168455549,211.0612,4,1985,0,0,418.1224
7126,0.123710526,37.1874,8,1997,0,1,247.0118
6802,0.012823829,55.5588,2,2007,1,1,916.1408
3265,0.019018943,238.7248,1,1987,2,1,1659.1736
1215,0.102704495,94.312,6,2004,1,1,2982.784
6508,0.054197299,83.5566,6,2004,1,1,1860.2452
6923,0.119374946,229.3694,3,2009,2,2,5024.1268
5062,0.100423086,144.7786,2,2007,1,1,2600.6148
3056,0.094246644,98.9068,3,2009,2,2,1749.7224
518,0.078912473,99.9042,5,1985,2,3,3273.7386
1724,0.067700925,256.5988,8,1997,0,1,2055.9904
7208,0.158954903,34.9558,5,1985,2,3,1120.5414
2342,0.043201813,110.1254,2,2007,1,1,1844.9318
3301,0.080688663,46.7376,0,1998,2,0,47.9376
4862,0.010808272,150.5392,3,2009,2,2,1043.9744
1375,0.013840784,65.2168,7,2002,1,1,958.752
5264,0.00720931,48.1034,1,1987,2,1,1069.2748
4570,0.034141213,211.9218,5,1985,2,3,3419.5488
2954,0.014679558,73.6038,1,1987,2,1,739.038
6899,0.042087749,192.682,7,2002,1,1,3861.64
7657,0.04295842,89.3172,6,2004,1,1,2051.9956
2886,0.036111038,58.1562,7,2002,1,1,1185.124
268,0.043479126,36.7164,2,2007,1,1,308.9312
5145,0.026450779,124.902,2,2007,1,1,2909.546
6708,0.135836915,93.8094,5,1985,2,3,3237.1196
6002,0.11178154,182.3292,0,1998,2,0,182.4292
4933,0.070587419,176.9344,7,2002,1,1,5888.3352
504,0.026749991,106.928,5,1985,2,3,2876.256
107,0.0,121.3098,7,2002,1,1,2530.7058
3477,0.090562192,198.211,8,1997,0,1,1964.11
8118,0.030877303,42.177,2,2007,1,1,735.709
6150,0.02346559,197.6084,0,1998,2,0,595.2252
3129,0.044091657,182.995,9,1999,0,1,3844.995
6353,0.030927632,256.8672,8,1997,0,1,3579.3408
2779,0.104230135,259.5278,8,1997,0,1,2603.278
2573,0.018623146,87.854,0,1998,2,0,259.662
4377,0.060154968,110.1544,4,1985,0,0,111.8544
3226,0.096433359,178.5028,1,1987,2,1,4604.6728
7791,0.10400212,79.796,5,1985,2,3,4074.696
632,0.188322664,148.5418,3,2009,2,2,2207.127
3206,0.236616754,217.6482,4,1985,0,0,219.0482
5522,0.121972274,43.1428,7,2002,1,1,703.0848
602,0.0,115.1808,3,2009,2,2,1054.6272
3489,0.034350673,112.7544,6,2004,1,1,1789.6704
7130,0.104784329,150.4366,4,1985,0,0,151.1366
6025,0.142732848,167.95,0,1998,2,0,166.45
6104,0.038736781,127.4362,8,1997,0,1,1510.0344
1694,0.104768536,155.163,1,1987,2,1,2972.797
4909,0.086187886,125.4678,0,1998,2,0,127.1678
5572,0.066833743,257.2962,9,1999,0,1,2330.9658
1158,0.035185588,181.3318,8,1997,0,1,1443.4544
2558,0.014047825,36.719,7,2002,1,1,585.904
6016,0.02593166,182.5976,1,1987,2,1,3078.6592
5008,0.046608497,122.9388,8,1997,0,1,3095.97
6417,0.029490377,107.6622,6,2004,1,1,2858.2794
6077,0.094109236,102.9332,5,1985,2,3,3691.1952
438,0.047565208,213.4876,9,1999,0,1,1929.4884
3820,0.136984147,192.682,3,2009,2,2,2703.148
8486,0.0,46.4744,0,1998,2,0,45.2744
4012,0.058893461,178.9318,0,1998,2,0,180.4318
609,0.041105789,83.4934,8,1997,0,1,1555.9746
2855,0.309390255,33.2216,0,1998,2,0,138.4864
2835,0.013957308,94.0462,7,2002,1,1,1480.7392
3231,0.054846706,147.3734,5,1985,2,3,3266.4148
6622,0.305305397,116.6834,4,1985,0,0,460.7336
7410,0.028395167,91.7146,1,1987,2,1,2462.7942
1055,0.04575559,167.1132,6,2004,1,1,2874.9244
6712,0.100060762,144.0786,7,2002,1,1,2600.6148
1354,0.086266286,147.2076,9,1999,0,1,1921.4988
3127,0.034457776,113.3834,9,1999,0,1,2073.3012
5089,0.015943701,231.9668,7,2002,1,1,3225.1352
6044,0.126752975,154.2656,0,1998,2,0,308.9312
8386,0.038454076,61.5852,8,1997,0,1,813.6076
1603,0.139436695,103.0306,1,1987,2,1,2404.2038
3589,0.048957533,37.8506,3,2009,2,2,265.6542
6937,0.110633958,173.808,2,2007,1,1,1211.756
5392,0.132630345,263.8568,4,1985,0,0,790.9704
1808,0.029785889,38.9822,9,1999,0,1,628.5152
7229,0.041273391,91.6804,5,1985,2,3,3858.9768
8446,0.107258822,40.1822,7,2002,1,1,510.6686
7040,0.0,115.7176,2,2007,1,1,1717.764
